Time,Subtitle,Translation,Transliteration,K-Drama Title,Year,Episode,Cue,Cue Type,Speech Level
10:48,너 과외 안 가?,Don't you have class?,neo gwa-oe an ga ?,Fight For My Way,2017,1,,,5
11:52,오늘부터 너 어디 가면 남친 있다고 해,"From now on,
you can say you have a boyfriend.",oneulbuteo neo eodi gamyeon namchin issdago hae,Fight For My Way,2017,1,,,5
12:04,"야, 축하해!",Congratulations!,"ya , chughahae !",Fight For My Way,2017,1,,,5
12:15,어? 뭐 연대 같이 가자 그런 거 같은데?,"Something about going
to a college together, I think?",eo ? mwo yeondae gat-i gaja geuleon geo gat-eunde ?,Fight For My Way,2017,1,,,5
13:44,건전한 쇼핑을 위해 질서 있는 입장을 부탁드립니다,"Please enter in an orderly fashion
to avoid accidents. ",( yeojig-won ) geonjeonhan syoping-eul wihae jilseo issneun ibjang-eul butagdeulibnida,Fight For My Way,2017,1,,,1
14:04,"네, 고객님 진드기 박멸 완료됐고요.","We got rid of all the ticks and I sprayed
phytoncide as complimentary service.","ne , gogaegnim jindeugi bagmyeol wanlyodwaessgo-yo oneul teugbyeolhi pitonchideudo seobiseuhaedeulyeoss-seubnida",Fight For My Way,2017,1,,,2
14:04,오늘 특별히 피톤치드도 서비스해드렸습니다,"We got rid of all the ticks and I sprayed
phytoncide as complimentary service.","ne , gogaegnim jindeugi bagmyeol wanlyodwaessgo-yo oneul teugbyeolhi pitonchideudo seobiseuhaedeulyeoss-seubnida",Fight For My Way,2017,1,,,1
14:24, 친절한 상담원이 됐다,...now works as a customer service agent.,( juman-ui dogbaeg ) chinjeolhan sangdam-won-i dwaessda,Fight For My Way,2017,1,,,6
14:50,홈쇼핑 식품 구매 담당이 됐다,"...became a buyer
for a home shopping channel.",( seolhui-ui dogbaeg ) homsyoping sigpum gumae damdang-i dwaessda,Fight For My Way,2017,1,,,6
15:04,어서 오십시오,Welcome.,[ janjanhan keullaesig eum-ag ] eoseo osibsi-o,Fight For My Way,2017,1,,,1
15:23,이거 또 떨어진 거 아냐?,Did he fail again?,[ hyogwa-eum ] igeo tto tteol-eojin geo anya ?,Fight For My Way,2017,1,,,6
15:39,"아, 네, 출동할깝쇼?","Yes, should I go now?","a , ne , chuldonghalkkabsyo ?",Fight For My Way,2017,1,,,1
16:31,안 물어봤다,I didn't ask. ,( aela-ui dogbaeg ) an mul-eobwassda,Fight For My Way,2017,1,,,6
16:49,그게 방송에 이렇게 딱 잡힌 거예요!,"That was caught by the news,
and my mom saw it and flipped out.",geuge bangsong-e ileohge ttag jabhin geo-ye-yo ! geulaeseo uli eommaga geugeol bogo mag nanliga nagajigo,Fight For My Way,2017,1,,,2
16:55,"아우, 제가 너무 시끄러웠죠?","I was too loud, wasn't I?","a-u , jega neomu si-kkeuleo-wossjyo ? ",Fight For My Way,2017,1,V + 죠,V + 죠,2
17:01,비스트 두준이랑 같은 반인 거 몰랐죠?,"I was in the same class
as Du-jun from Beast. ",biseuteu dujun-ilang gat-eun ban-in geo mollassjyo ?,Fight For My Way,2017,1,V + 죠,V + 죠,2
17:03,몰랐죠,"-Really?
-Seriously, back then,",mollassjyo,Fight For My Way,2017,1,,,2
17:12,"저, 왕년의 얘기 말고 근황 얘기는 없으세요?","Can't you talk about the present
and not the past?","jeo , wangnyeon-ui yaegi malgo geunhwang yaegineun eobs-euse-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
17:20,국민 생활 건강을 위해서 봉사하고 있습니다,"I dedicate my life to the health
of the people.",gugmin saenghwal geongang-eul wihaeseo bongsahago iss-seubnida,Fight For My Way,2017,1,,,1
17:26,도봉구민의 아토피 치료를 책임지고 있죠,I help treat eczema. ,dobonggumin-ui atopi chilyoleul chaeg-imjigo issjyo,Fight For My Way,2017,1,V + 죠,V + 죠,2
17:32,피부과 대세죠,"-Dermatology is popular these days.
-Gosh.",pibugwa daesejyo,Fight For My Way,2017,1,N + 죠,N + 죠,2
17:35,"저겁니다, 저거, 저거",That's it. That.,"jeogeobnida , jeogeo , jeogeo [ gyeongjeog soli ]",Fight For My Way,2017,1,,,1
17:40,저 차 있는 남잡니다.,"I'm a man with a car.
I'll drive you later. ","jeo cha issneun namjabnida , i-ttaga hanbeon delyeoda deulilge-yo , jeogeollo",Fight For My Way,2017,1,,,1
17:40,"이따가 한번 데려다 드릴게요, 저걸로","I'm a man with a car.
I'll drive you later. ","jeo cha issneun namjabnida , i-ttaga hanbeon delyeoda deulilge-yo , jeogeollo",Fight For My Way,2017,1,,,2
17:43,"아뇨, 아뇨, 괜찮습니다","No, it's fine. ","anyo , anyo , gwaenchanhseubnida",Fight For My Way,2017,1,"V + 요, ㅂ니다","V + 요, ㅂ니다",1
17:48,"어우, 교통비만 제 원룸 월세값이 나와버리더라고요","My transport expenses ended up
being the same as my studio rent.","eo-u , gyotongbiman je wonlum wolsegabs-i na-wabeolideolago-yo",Fight For My Way,2017,1,V + 요,V + 요,2
17:57,삥 뜯기는 느낌 들지 않아요?,don't you feel like you're being robbed?,pping tteudgineun neu-kkim deulji anh-a-yo ? dohyeon ssineun an geulae-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
17:57,도현 씨는 안 그래요?,don't you feel like you're being robbed?,pping tteudgineun neu-kkim deulji anh-a-yo ? dohyeon ssineun an geulae-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
18:01,전 전세예요,I have an annual lease. ,jeon jeonse-ye-yo,Fight For My Way,2017,1,N + 요,N + 요,2
18:08,"아, 저기 뭐 전공 같은 건 없으세요?",Didn't you major in anything?,"a , jeogi mwo jeongong gat-eun geon eobs-euse-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
18:11,"한때 무슨 운동으로 유명하셨다던데, 뭐 하셨어요?",I heard you were famous for some sport. What did you do?,"hanttae museun undong-eulo yumyeonghasyeossdadeonde , mwo hasyeoss-eo-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
18:23,운동은 안 했어요 운동 안 했어요,I didn't do sports.,undong-eun an haess-eo-yo undong an haess-eo-yo,Fight For My Way,2017,1,V + 요,V + 요,2
18:31,그나저나 제2의 백지연은 안 하기로 한 거야?,"Anyway, did you give up on being
the second Baek Ji-yeon?",geunajeona [ meog-eumyeo ] je2ui baegji-yeon-eun an hagilo han geo-ya ? mos han geonga ?,Fight For My Way,2017,1,,,5
18:31,못 한 건가?,"Anyway, did you give up on being
the second Baek Ji-yeon?",geunajeona [ meog-eumyeo ] je2ui baegji-yeon-eun an hagilo han geo-ya ? mos han geonga ?,Fight For My Way,2017,1,,,4
18:39,어째 오빠 카드에 의탁해 살게 됐냐?,"Why do you depend on
your boyfriend's card?",eo-jjae o-ppa kadeu-e uitaghae salge dwaessnya ?,Fight For My Way,2017,1,,,6
18:44,애라 너도 더 늦기 전에 시집이나 가,"You should get married
before it's too late. ",aela neodo deo neujgi jeon-e sijib-ina ga,Fight For My Way,2017,1,,,5
18:47,나도 있어,"I have someone. -Really?
-He's a judge...",nado iss-eo,Fight For My Way,2017,1,,,5
19:12,3자냐?,with a three?,3janya ?,Fight For My Way,2017,1,,,6
19:59,나 남자 얼굴 봐,I care about the look. ,[ gidaenda ] na namja eolgul bwa,Fight For My Way,2017,1,,,5
20:02,걔는 너랑 그냥 쌍방 레벨이 맞았지,He is on the same level as you are.,gyaeneun neolang geunyang ssangbang lebel-i maj-assji,Fight For My Way,2017,1,,,5
20:22,"어이쿠, 얼마나 속상하셨어요",You must've been so upset. ,"eo-iku , eolmana sogsanghasyeoss-eo-yo",Fight For My Way,2017,1,,,2
20:26,그니까 받아보신 이불에서 방구 냄새가 나신다는 말씀이시죠?,"So, you're saying the blanket you received
smells of farts?",geuni-kka bad-abosin ibul-eseo banggu naemsaega nasindaneun mal-sseum-isijyo ?,Fight For My Way,2017,1,,,2
20:33,불편을 드려 정말 죄송합니다,"We sincerely apologize
for the inconvenience caused. ",bulpyeon-eul deulyeo jeongmal joesonghabnida,Fight For My Way,2017,1,,,1
20:42,내 코가 개 코야! 네가 와서 직접 맡아봐!,"I have a sensitive nose!
Come and smell it yourself!",nae koga gae ko-ya ! nega waseo jigjeob mat-abwa !,Fight For My Way,2017,1,,,5
20:48,제 방구 냄새를 맡지도 못합니다,"I'm terribly sorry, but I have rhinitis, so I can't smell my own farts.",je banggu naemsaeleul matjido moshabnida,Fight For My Way,2017,1,,,1
20:57,"고객님, 일단 환불처리 도와드리도록 하겠습니다",I'll help you process the refund.,"gogaegnim , ildan hwanbulcheoli do-wadeulidolog hagess-seubnida",Fight For My Way,2017,1,,,1
21:01,그전에 개인정보 몇 가지만 부탁드릴게요,Please confirm your information first.,geujeon-e gae-injeongbo myeoch gajiman butagdeulilge-yo,Fight For My Way,2017,1,,,2
21:04,구매자님 본인 박점순 님 되시는지요?,Are you Park Jum-soon?,gumaejanim bon-in bagjeomsun nim doesineunji-yo ?,Fight For My Way,2017,1,,,2
21:22,"네, 많이 불편하셨죠?",We apologize for the inconvenience.,"ne , manh-i bulpyeonhasyeossjyo ? ne , joesonghabnida",Fight For My Way,2017,1,,,2
21:22,"네, 죄송합니다",I'm sorry.,"ne , manh-i bulpyeonhasyeossjyo ? ne , joesonghabnida",Fight For My Way,2017,1,,,1
21:38,예진 씨,Ye-jin.,yejin ssi,Fight For My Way,2017,1,,,2
21:39,네? 안녕하세요,Yes? Hello. ,[ us-eumyeo ] ne ? annyeonghase-yo,Fight For My Way,2017,1,,,2
21:42,이거 복사해서 저기 회의실로 가는 거죠?,Are these going to the conference room?,igeo bogsahaeseo jeogi hoe-uisillo ganeun geojyo ?,Fight For My Way,2017,1,V + 죠,V + 죠,2
21:45,"네, 금방 끝나요","Yes, I'll be done soon.","ne , geumbang kkeutna-yo",Fight For My Way,2017,1,V + 요,V + 요,2
21:47,이거 제가 할게요,I'll do it.,igeo jega halge-yo,Fight For My Way,2017,1,ㅍ,ㅍ,2
21:49,네? 대리님이요?,You will?,ne ? daelinim-i-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
21:52,이거 백 분데,There are 100 sets. ,igeo baeg bunde,Fight For My Way,2017,1,,,2
22:09,남자친구 없어?,Don't you have a boyfriend? I do. ,namjachingu eobs-eo ?,Fight For My Way,2017,1,,,5
22:09,있는데요,Don't you have a boyfriend? I do. ,issneunde-yo,Fight For My Way,2017,1,V + 요,V + 요,2
22:13,진짜?,You do?,jin-jja ?,Fight For My Way,2017,1,,,5
22:14,그럼 그냥 시집이나 가지 그래?,Then just get married. ,geuleom geunyang sijib-ina gaji geulae ?,Fight For My Way,2017,1,,,5
22:16,가뜩이나 정규직 애들이 우리 무시하는데,"The full-time employees
look down on us. ",ga-tteug-ina jeonggyujig aedeul-i uli musihaneunde,Fight For My Way,2017,1,,,5
22:20,자기 같은 캐릭터가 대단히 일조하고 있는 거 알지?,"You know people like you
make it worse. ",jagi gat-eun kaeligteoga daedanhi iljohago issneun geo alji ?,Fight For My Way,2017,1,,,5
22:23,저희 지금 여기 회의 있거든요,We have a meeting here.,[ bul-eul kyeonda ] jeohui jigeum yeogi hoe-ui issgeodeun-yo,Fight For My Way,2017,1,V + 요,V + 요,2
22:26,"대리님, 죄송합니다","Hello, sir. I'm sorry.","daelinim , joesonghabnida",Fight For My Way,2017,1,V + 요,V + 요,1
22:26,다 끝났어요,We're done.,da kkeutnass-eo-yo,Fight For My Way,2017,1,V + 요,V + 요,2
23:04,나 혼나서 또 출동한 거지?,"You came because of me, didn't you?",na honnaseo tto chuldonghan geoji ?,Fight For My Way,2017,1,,,5
23:06,자기네 회의 두 시간 뒤잖아,Your meeting starts in two hours.,jagine hoe-ui du sigan dwijanh-a,Fight For My Way,2017,1,,,5
23:09,"오늘은 또 뭔데, 응?",What did you do this time?,"oneul-eun tto mwonde , eung ? tto museun sago chyeoss-eo ?",Fight For My Way,2017,1,,,5
23:09,또 무슨 사고 쳤어?,What did you do this time?,"oneul-eun tto mwonde , eung ? tto museun sago chyeoss-eo ?",Fight For My Way,2017,1,,,5
23:14,자기야,Honey.,jagi-ya,Fight For My Way,2017,1,,,5
23:16,나 진짜 시집이나 갈까?,Should I really just get married?,[ meomusgeolimyeo ] na jin-jja sijib-ina galkka ?,Fight For My Way,2017,1,,,5
23:21,응?,"-What?
-What do you think?",eung ?,Fight For My Way,2017,1,,,5
23:25,"아휴, 왜 또 그래",Why are you saying that again?,"ahyu , wae tto geulae",Fight For My Way,2017,1,,,5
23:28,그날이야?,Are you on your period?,geunal-i-ya ?,Fight For My Way,2017,1,,,5
23:32,"내가 뭐, 지금 싸우자고 하는 소리야?",I'm not trying to start a fight. ,"naega mwo , jigeum ssa-ujago haneun soli-ya ?",Fight For My Way,2017,1,,,5
24:08:00,"아, 왜 톡을 다 씹어?",Why did you ignore all my texts?,"a , wae tog-eul da ssib-eo ?",Fight For My Way,2017,1,,,5
24:11:00,너 설마 또 떨어졌어?,Did you...fail again?,neo seolma tto tteol-eojyeoss-eo ?,Fight For My Way,2017,1,,,5
24:16:00,"미안해, 자기야","I'm sorry, honey. ","( mugi ) mi-anhae , jagi-ya",Fight For My Way,2017,1,,,5
24:19:00,"어떻게 한 번을 못 붙냐, 한 번을",Why can't you ever pass?,"[ hansum ] eo-tteohge han beon-eul mos butnya , han beon-eul",Fight For My Way,2017,1,,,6
24:24:00,그래서 지금 어딘데?,"So, where are you?",geulaeseo jigeum eodinde ?,Fight For My Way,2017,1,,,5
24:25:00,나 혼자 밥 먹고 있지,I'm eating alone.,na honja bab meoggo issji,Fight For My Way,2017,1,,,5
24:39:00,네가 지금 팔자 좋게 자전거나 삑삑 타고 돌아칠 때냐?,Do you have time to go around biking?,nega jigeum palja johge jajeongeona ppigppig tago dol-achil ttaenya ?,Fight For My Way,2017,1,,,6
24:45:00,"아, 붙었어야 머릴 식히지",That was the deal if you had passed.,"a , but-eoss-eo-ya meolil sighiji",Fight For My Way,2017,1,,,5
24:48:00,"붙었어야, 그놈의 머리를 썼어야 식힐 것도 있지!","If you used your brain to pass,
then you'd need to refresh it.","but-eoss-eo-ya , geunom-ui meolileul sseoss-eo-ya sighil geosdo issji !",Fight For My Way,2017,1,,,5
25:02:00,그걸 또 어떻게 먹여 살리냐,"How am I going to look after him
from now on?",geugeol tto eo-tteohge meog-yeo sallinya,Fight For My Way,2017,1,,,6
25:10:00,이제 우리 점심은 뭐 먹을까요?,What should we have for lunch?,ije uli jeomsim-eun mwo meog-eulkka-yo ?,Fight For My Way,2017,1,,,2
25:16:00,"죄송한데, 제가 급한 일이 번뜩 생각나가지고 당장 가봐야겠네요","I'm sorry, but I have another appointment.
I need to go right now. ","joesonghande , jega geubhan il-i beontteug saenggagnagajigo dangjang gabwa-yagessne-yo",Fight For My Way,2017,1,,,2
25:20:00,급한 일 생기셨어요?,You have to leave?,geubhan il saenggisyeoss-eo-yo ?,Fight For My Way,2017,1,"시, V + 요","시, V + 요",2
25:21:00,그러면 제 차로 데려다 드릴게요 이쪽으로 오세요,"-I'll drive you then.
-It's okay.",geuleomyeon je chalo delyeoda deulilge-yo i-jjog-eulo ose-yo,Fight For My Way,2017,1,V + 요,V + 요,2
25:24:00,"아뇨, 아뇨, 됐다니까요 택시!",Taxi!,"anyo , anyo , dwaessdani-kka-yo taegsi !",Fight For My Way,2017,1,V + 요,V + 요,2
25:26:00,"아, 택시요? 자, 잠시만!","Taxi? Wait, please! ","( dongman ) a , taegsi-yo ? ja , jamsiman ! jamsiman-yo ! gisanim , jamsiman-yo",Fight For My Way,2017,1,V + 요,V + 요,2
25:30:00,"택시, 아, 저기, 잠시만요","Sir, could you give me a moment?","taegsi , a , jeogi , jamsiman-yo gisanim , jamsiman-yo",Fight For My Way,2017,1,V + 요,V + 요,2
25:30:00,"기사님, 잠시만요","Sir, could you give me a moment?","taegsi , a , jeogi , jamsiman-yo gisanim , jamsiman-yo",Fight For My Way,2017,1,V + 요,V + 요,2
25:32:00,"누님, 그럼 연락처는...",Can I have your number?,"[ changmun-eul yeonda ] nunim , geuleom yeonlagcheoneun ...",Fight For My Way,2017,1,,,2
25:35:00,경구 통해 드릴게요,"-I'll give it to Kyung-koo.
-Okay.",gyeonggu tonghae deulilge-yo,Fight For My Way,2017,1,V + 요,V + 요,2
25:35:00,그러면 누님,"-I'll give it to Kyung-koo.
-Okay.",geuleomyeon nunim,Fight For My Way,2017,1,,,2
25:38:00,오늘은 제가 커피를 샀으니까 불금에 누님이 쐬주를 쏘세요,"I bought you coffee so why don't you
buy me soju on Friday?",oneul-eun jega keopileul sass-euni-kka bulgeum-e nunim-i ssoejuleul ssose-yo,Fight For My Way,2017,1,V + 요,V + 요,2
25:45:00,"9,900원에 안주가 세 개나 나오거든요, 요즘...","They give you three dishes
just for 9,900 Won. ","9,900won-e anjuga se gaena na-ogeodeun-yo , yojeum ...",Fight For My Way,2017,1,,,2
25:48:00,"동생, 오늘 찻값은 내가 낸 거로 하십시다","Hey, let's just say I paid
for the coffee today. ","dongsaeng , oneul chasgabs-eun naega naen geolo hasibsida",Fight For My Way,2017,1,,,1
25:52:00,"그러니까 내가 불금에 동생한테 쐬주 쏠 일은 없는 거예요, 그쵸?","So I don't need to buy
soju this Friday, okay?","geuleoni-kka naega bulgeum-e dongsaenghante ssoeju ssol il-eun eobsneun geo-ye-yo , geuchyo ?",Fight For My Way,2017,1,,,2
25:56:00,출발해주세요,We can go now. ,chulbalhaejuse-yo,Fight For My Way,2017,1,V + 요,V + 요,2
26:18:00,"왜, 뭐?",What is it?,"wae , mwo ?",Fight For My Way,2017,1,,,5
26:19:00,뭐?,What?,mwo ?,Fight For My Way,2017,1,,,5
26:21:00,"야, 내가 왜 밥 먹는데 네까짓 것 때문에 거기까지 가야 돼?","Why do I have to go all the way
to eat with you?","ya , naega wae bab meogneunde ne-kkajis geos ttaemun-e geogi-kkaji ga-ya dwae ?",Fight For My Way,2017,1,,,5
26:28:00,꽃등심이야?,Did you say rib eye?,kkochdeungsim-i-ya ?,Fight For My Way,2017,1,,,5
26:51:00,난 계속 발전하잖아!,I keep on making changes. ,nan gyesog baljeonhajanh-a !,Fight For My Way,2017,1,,,5
26:54:00,근데 오빤 그깟 머리털도 못 심어줘?,And you won't get some hair transplant?,geunde o-ppan geu-kkas meoliteoldo mos sim-eojwo ?,Fight For My Way,2017,1,,,5
27:08:00,잠시만요 제가 한번 해볼게요,"Wait, let me fix it. ",jamsiman-yo jega hanbeon haebolge-yo,Fight For My Way,2017,1,V + 요,V + 요,2
27:33:00,"어, 괜찮, 괜찮으세요?",Are you okay?,"eo , gwaenchanh , gwaenchanh-euse-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
27:35:00,의사 선생님이신가 보다,"-You must be a doctor.
-Sorry?",uisa seonsaengnim-isinga boda,Fight For My Way,2017,1,,,6
27:55:00,정말 죄송합니다,We're very sorry. ,jeongmal joesonghabnida,Fight For My Way,2017,1,ㅂ니다,ㅂ니다,1
27:55:00,괜찮으세요?,We're very sorry. ,gwaenchanh-euse-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
27:58:00,"아, 왜 이렇게 늦게 와? 난 점심시간 다 끝나가는데","Why did you come so late?
My lunch hour is almost over. ","a , wae ileohge neujge wa ? nan jeomsimsigan da kkeutnaganeunde",Fight For My Way,2017,1,,,5
28:01:00,"야, 난 시간 맞춰 왔어 네가 데스크에 없었지","Hey, I came on time.
You weren't at your desk. ","ya , nan sigan majchwo wass-eo nega deseukeu-e eobs-eossji",Fight For My Way,2017,1,,,5
28:08:00,너 근데 얼굴이 왜 그렇게 벌그죽죽하냐?,Why is your face so red?,neo geunde eolgul-i wae geuleohge beolgeujugjughanya ?,Fight For My Way,2017,1,,,6
28:14:00,근데 애라 너 아는 분이셔? 소개를 시켜줘야지,"By the way, do you know him? You should introduce him to me. ",geunde aela neo aneun bun-isyeo ? sogaeleul sikyeojwo-yaji,Fight For My Way,2017,1,,,5
28:24:00,"찬숙이라고 해요, 동만 씨","-This is my college friend--
-I'm Park Chan-sook.","chansug-ilago hae-yo , dongman ssi",Fight For My Way,2017,1,,,2
28:39:00,고동만입니다,"-I'm Ko Dong-man.
-I see. ",godongman-ibnida,Fight For My Way,2017,1,,,1
28:47:00,"아, 아니죠 그럴 리가 없죠","I'm not, that can't be. ","( dongman ) a , anijyo geuleol liga eobsjyo",Fight For My Way,2017,1,,,2
29:28:00,의사? 내가 안에 가운 입은 거 다 봤거든,"-Doctor?
-I saw his white coat. ",uisa ? naega an-e ga-un ib-eun geo da bwassgeodeun,Fight For My Way,2017,1,,,5
29:36:00,"근데, 네가 안 사귄다고?",And you won't go out with him?,"geunde , nega an sagwin dago ?",Fight For My Way,2017,1,,,5
29:38:00,다시 말하지만 나는 남자 얼굴 보잖아,"Let me remind you, I care about the looks.",dasi malhajiman naneun namja eolgul bojanh-a,Fight For My Way,2017,1,,,5
29:46:00,말도 안 돼,That doesn't make sense. ,maldo an dwae,Fight For My Way,2017,1,,,5
29:50:00,"죽이지, 미치지, 끝장나지!",He's the best. He'll drive you nuts. ,"jug-iji , michiji , kkeutjangnaji !",Fight For My Way,2017,1,,,5
29:53:00,걜 보면 세상 피로가 싸악 풀려,"When I look at him,
all my fatigue goes away.",gyael bomyeon sesang piloga ssa-ag pullyeo,Fight For My Way,2017,1,,,5
29:58:00,남자는 뭐니 뭐니 해도 비주얼 아니겠니?,"When it comes to men,
looks matter the most. ",namjaneun mwoni mwoni haedo biju-eol anigessni ?,Fight For My Way,2017,1,,,4
30:10:00,"음, 얼마 만에 쏘냐? 아, 고기, 고기",It's been so long since I had beef. ,"eum , eolma man-e ssonya ? a , gogi , gogi",Fight For My Way,2017,1,,,6
30:23:00,"야, 자리 바꿔","Hey, let's switch seats. ","ya , jali ba-kkwo",Fight For My Way,2017,1,,,5
30:27:00,"아, 야, 눈부셔서 그래",The sun's too bright. ,"a , ya , nunbusyeoseo geulae",Fight For My Way,2017,1,,,5
30:35:00,빨리 가,Hurry.,ppalli ga,Fight For My Way,2017,1,,,5
30:50:00,"여기, 내 앞머리 숱 좀 털어봐",Can you pat my hair?,"yeogi , nae apmeoli sut jom teol-eobwa",Fight For My Way,2017,1,,,5
31:27:00,머리 안 감았냐?,Did you not wash your hair?,meoli an gam-assnya ?,Fight For My Way,2017,1,,,6
32:10:00,주문하시겠어요?,Are you ready to order?,[ geol-eo-onda ] jumunhasigess-eo-yo ?,Fight For My Way,2017,1,,,2
32:16:00,얼씨구? 네 남친 고시 붙었냐?,"Really? Did your boyfriend pass
the bar exam?",eol-ssigu ? ne namchin gosi but-eossnya ?,Fight For My Way,2017,1,,,6
32:19:00,소주 맥주 각 1병 주세요,Can we have beer and soju as well?,soju maegju gag 1byeong juse-yo,Fight For My Way,2017,1,V + 요,V + 요,2
32:21:00,떨어졌네,He failed. ,"tteol-eojyeossne , tteol-eojyeoss-eo",Fight For My Way,2017,1,,,4
32:21:00,떨어졌어,He failed. ,"tteol-eojyeossne , tteol-eojyeoss-eo",Fight For My Way,2017,1,,,5
32:29:00,걔 붙을 때까지 뒷바라지하려면 내가 거기서 정년퇴직해야겠어,"If he doesn't pass the exam,
I might have to retire at the current job.",gyae but-eul ttae-kkaji dwisbalajihalyeomyeon naega geogiseo jeongnyeontoejighae-yagess-eo,Fight For My Way,2017,1,,,5
32:37:00,걔 왜 네가 대준 고시원 보증금 안 갚아?,Why isn't he paying back your deposit?,gyae wae nega daejun gosi-won bojeunggeum an gap-a ?,Fight For My Way,2017,1,,,5
32:52:00,"야, 말 함부로 하지 마라",Hey. Don't speak badly about my boyfriend.,"ya , mal hambulo haji mala",Fight For My Way,2017,1,,,6
32:55:00,정신이 똑바로 박힌 놈이면 지가 노가다라도 뛸 생각을 해야지!,"If he was a nice guy,
he could at least do physical work.",jeongsin-i ttogbalo baghin nom-imyeon jiga nogadalado ttwil saenggag-eul hae-yaji !,Fight For My Way,2017,1,,,5
32:59:00,내가 걔 노가다 안 시켜,I won't let him do that. ,naega gyae nogada an sikyeo,Fight For My Way,2017,1,,,6
33:01:00,"어이구, 열녀 났네 열녀 났어!",What a virtuous woman. ,"eo-igu , yeolnyeo nassne yeolnyeo nass-eo !",Fight For My Way,2017,1,,,6
33:04:00,"어이쿠, 열녀님 처음 뵙겠습니다.","Nice to meet you, ma'am.
Have a great lunch. ","eo-iku , yeolnyeonim cheo-eum boebgess-seubnida mas-issneun sigsa doesibsi-o [ us-eum ]",Fight For My Way,2017,1,,,1
33:04:00,맛있는 식사 되십시오,"Nice to meet you, ma'am.
Have a great lunch. ","eo-iku , yeolnyeonim cheo-eum boebgess-seubnida mas-issneun sigsa doesibsi-o [ us-eum ]",Fight For My Way,2017,1,,,1
33:11:00,너 가 너 고기 안 사줘!,"You should leave.
I'm not treating you. ",neo ga neo gogi an sajwo !,Fight For My Way,2017,1,,,5
33:18:00,3인분 빨리 주세요,Can we have the rib eye now?,3inbun ppalli juse-yo,Fight For My Way,2017,1,,,2
33:31:00,"야, 이미 행사가로 반값이다 뭘 또 깎냐?","Hey, it's already at 50 percent.
That's the most discount I can do.","ya , imi haengsagalo bangabs-ida mwol tto kkakknya ?",Fight For My Way,2017,1,,,6
35:02:00,뭐야? 왜 또 전화를 안 받아?,Please leave a message after the beep.  Why isn't he picking up?,mwo-ya ? wae tto jeonhwaleul an bad-a ?,Fight For My Way,2017,1,,,5
35:42:00,"무기야! 아, 문 열어!","Hey, Moo-ki!","[ kwangkwang dudeulinda ] mugi-ya ! [ kwangkwang dudeulinda ] a , mun yeol-eo !",Fight For My Way,2017,1,,,5
35:56:00,"어, 누나 왔어? 웬일로 갑자기?","Oh, you're here.
What brings you here?","eo , nuna wass-eo ? wen-illo gabjagi ?",Fight For My Way,2017,1,,,5
35:58:00,너 왜 전화를 안 받아?,Why won't you pick up your phone?,neo wae jeonhwaleul an bad-a ?,Fight For My Way,2017,1,,,5
36:02:00,잤어,I was sleeping.,[ us-eumyeo ] jass-eo,Fight For My Way,2017,1,,,5
36:05:00,잠이 오냐?,How can you sleep?,jam-i onya ? jam-i wa ?,Fight For My Way,2017,1,,,6
36:05:00,잠이 와?,How can you sleep?,jam-i onya ? jam-i wa ?,Fight For My Way,2017,1,,,5
36:10:00,"아, 멀뚱히 보고 있지 말고 이거나 받아",Don't just stand there. Take this. ,"a , meol-ttunghi bogo issji malgo igeona bad-a",Fight For My Way,2017,1,,,5
36:14:00,"어, 어 웬 자전거야?","Right. -What is this bike for?
-I thought you wanted to tour around. ","eo , eo wen jajeongeo-ya ?",Fight For My Way,2017,1,,,5
36:16:00,기어코 국토 대장정을 가시겠다며,"-What is this bike for?
-I thought you wanted to tour around. ",gi-eoko gugto daejangjeong-eul gasigessdamyeo,Fight For My Way,2017,1,,,5
36:19:00,뭐 타고 가게? 작년에 중고로 산 그 고물 타고 갈 거야?,"Don't tell me you'll ride
the broken bike you have. ",mwo tago gage ? jagnyeon-e junggolo san geu gomul tago gal geo-ya ?,Fight For My Way,2017,1,,,5
36:23:00,누굴 바보 만들 일 있어?,"-You'd kill yourself.
-I see. ",nugul babo mandeul il iss-eo ?,Fight For My Way,2017,1,,,5
36:45:00,왜 바지는 거꾸로 입고 있어?,Why are your pants inside out?,[ uimisimjanghan eum-ag ] wae bajineun geo-kkulo ibgo iss-eo ?,Fight For My Way,2017,1,,,5
36:48:00,밖으로 상표가 다 나왔네,The tag is hanging out. ,bakk-eulo sangpyoga da na-wassne,Fight For My Way,2017,1,,,4
37:00:00,"정신 좀 차리고 살자, 응?","You need to come to your senses, okay?","jeongsin jom chaligo salja , eung ?",Fight For My Way,2017,1,,,5
37:13:00,"어, 요 앞 열무 보리밥집 아줌마네?","It's the lady from the radish
barley rice restaurant. ","[ us-eumyeo ] eo , yo ap yeolmu bolibabjib ajummane ?",Fight For My Way,2017,1,,,4
